precio,expensas,metros,ambientes,banos,direccion,barrio
USD 350.000,,194 m² tot.,,2 baños,Paraguay  al 300,"Retiro, Capital Federal"
USD 192.000,$ 286.000 Expensas,77 m² tot.,3 amb.,1 baño,CORONEL DIAZ 1500,"Recoleta, Capital Federal"
USD 139.990,$ 224.664 Expensas,92 m² tot.,4 amb.,2 baños,Hipólito Yrigoyen al 3500,"Almagro, Capital Federal"
USD 165.000,$ 135.000 Expensas,66 m² tot.,2 amb.,1 baño,Campana 4100,"Villa Devoto, Capital Federal"
USD 430.000,$ 320.000 Expensas,82 m² tot.,2 amb.,1 baño,"Excelente 2 Ambientes en Venta Ubicado en Le Parc, Puerto Madero!","Puerto Madero, Capital Federal"
USD 105.000,$ 200.000 Expensas,38 m² tot.,1 amb.,1 baño,Monoambiente en  Venta en Nuñez - Calle Ramallo al 1700,"Núñez, Capital Federal"
USD 149.900,$ 248.000 Expensas,106 m² tot.,4 amb.,,Avellaneda 2380. Entre Fray Cayetano Rodriguez y Caracas,"Flores, Capital Federal"
USD 88.000,,37 m² tot.,1 amb.,1 baño,Pedro Lozano 3100,"Villa del Parque, Capital Federal"
USD 178.000,,98 m² tot.,4 amb.,1 baño,Thames 1100,"Palermo, Capital Federal"
USD 810.000,,450 m² tot.,,6 baños,Virrey Loreto  al 2800,"Colegiales, Capital Federal"
USD 247.000,$ 1 Expensas,111 m² tot.,4 amb.,2 baños,Aranguren al 2000,"Flores, Capital Federal"
USD 59.000,,25 m² tot.,1 amb.,1 baño,Av. Independencia 2602. Entre Saavedra y Alberti,"San Cristobal, Capital Federal"
USD 715.000,$ 800.000 Expensas,130 m² tot.,3 amb.,2 baños,Azucena Villaflor al 500,"Puerto Madero, Capital Federal"
USD 270.000,,135 m² tot.,1 amb.,,Av Cordoba al 600,"Retiro, Capital Federal"
USD 181.000,,112 m² tot.,3 amb.,2 baños,"Treinta y Tres Orientales 215 PB A, Entre Av. Belgrano y Quito","Almagro, Capital Federal"
USD 380.000,$ 1 Expensas,430 m² tot.,,4 baños,Somellera al 1500,"Parque Chacabuco, Capital Federal"
USD 199.000,$ 95.000 Expensas,160 m² tot.,6 amb.,1 baño,B. Mitre al 1600 Entre Rodriguez Peña y Montevideo,"San Nicolás, Capital Federal"
USD 165.000,$ 309.000 Expensas,54 m² tot.,1 amb.,1 baño,Paraguay 800,"Centro / Microcentro, Capital Federal"
USD 139.000,$ 220.000 Expensas,53 m² tot.,2 amb.,1 baño,Ciudad De La Paz 400,"Belgrano, Capital Federal"
USD 415.000,,10 m² tot.,,,Rivadavia al 4300,"Almagro, Capital Federal"
USD 279.900,,170 m² tot.,5 amb.,2 baños,Avenida Cabildo 3700,"Saavedra, Capital Federal"
USD 146.000,$ 35.000 Expensas,55 m² tot.,2 amb.,1 baño,Honduras y Avenida Raúl Scalabrini Ortiz,"Palermo Soho, Palermo"
USD 540.000,$ 900.000 Expensas,167 m² tot.,4 amb.,4 baños,Av Pueyrredon al 900,"Balvanera, Capital Federal"
USD 353.000,,98 m² tot.,4 amb.,2 baños,Yerbal  al 1500,"Caballito, Capital Federal"
USD 315.000,$ 1.309.290 Expensas,312 m² tot.,,3 baños,Tucuman  al 600,"Centro / Microcentro, Capital Federal"
USD 75.000,$ 99.000 Expensas,32 m² tot.,2 amb.,1 baño,Blanco Encalada 2300,"Belgrano, Capital Federal"
USD 690.000,,350 m² tot.,,3 baños,Larrea  al 700,"Balvanera, Capital Federal"
USD 98.000,$ 110.000 Expensas,41 m² tot.,2 amb.,1 baño,GUEMES 4100,"Palermo, Capital Federal"
USD 440.000,$ 763.000 Expensas,179 m² tot.,5 amb.,3 baños,Juncal al 2800,"Barrio Norte, Capital Federal"
USD 65.000,$ 150.000 Expensas,32 m² tot.,2 amb.,1 baño,Paysandu al 1800,"La Paternal, Capital Federal"
USD 90.000,$ 197.000 Expensas,40 m² tot.,2 amb.,1 baño,Virrey del Pino al 2500,"Belgrano R, Belgrano"
USD 800.000,,116 m² tot.,3 amb.,2 baños,Julieta Lanteri al 1700,"Puerto Madero, Capital Federal"
USD 355.000,,216 m² tot.,4 amb.,2 baños,Del Parque al 1200,"Villa Crespo, Capital Federal"
USD 595.000,$ 754.000 Expensas,205 m² tot.,4 amb.,3 baños,Huergo 200,"Palermo, Capital Federal"
USD 140.000,$ 173.500 Expensas,40 m² tot.,1 amb.,1 baño,Avenida Libertador al 5800,"Belgrano, Capital Federal"
USD 375.000,,286 m² tot.,9 amb.,2 baños,Donado al 3200,"Villa Urquiza, Capital Federal"
USD 160.000,,206 m² tot.,8 amb.,1 baño,Inclan 3400,"Boedo, Capital Federal"
USD 110.000,$ 108.000 Expensas,70 m² tot.,1 amb.,1 baño,Carlos Calvo al 2900,"San Cristobal, Capital Federal"
USD 170.000,$ 200.000 Expensas,124 m² tot.,4 amb.,1 baño,General Manuel A Rodriguez al 1200,"Caballito, Capital Federal"
USD 69.500,$ 252.000 Expensas,36 m² tot.,2 amb.,4 baños,"MEXICO 1400. Entre Saenz PeÑa, Luis","Centro / Microcentro, Capital Federal"
USD 262.000,$ 178.000 Expensas,74 m² tot.,3 amb.,2 baños,Cabildo al 4600  Altos de Nuñez -altos de Nuñez -,"Núñez, Capital Federal"
USD 99.500,$ 90.000 Expensas,45 m² tot.,1 amb.,1 baño,"Zapata  86, Entre Concepción Arenal y Av. Dorrego.","Colegiales, Capital Federal"
USD 433.000,,99 m² tot.,2 amb.,1 baño,Junin al 1300,"Recoleta, Capital Federal"
USD 68.000,,38 m² tot.,2 amb.,1 baño,Ayacucho  al 300,"Balvanera, Capital Federal"
USD 128.000,$ 95.000 Expensas,43 m² tot.,1 amb.,1 baño,José A. Cabrera e/ Agüero y Laprida,"Recoleta, Capital Federal"
USD 69.000,$ 110.000 Expensas,64 m² tot.,3 amb.,1 baño,"Av. Juan Bautista Alberdi al 4100, Floresta, Capital Federal","Floresta, Capital Federal"
USD 135.000,$ 190.000 Expensas,44 m² tot.,2 amb.,1 baño,Baez 400,"Las Cañitas, Palermo"
USD 69.000,,60 m² tot.,3 amb.,1 baño,Mexico al 2000 PB,"Balvanera, Capital Federal"
USD 315.000,,77 m² tot.,3 amb.,2 baños,Av Cramer  2387,"Belgrano R, Belgrano"
USD 280.022,,71 m² tot.,2 amb.,1 baño,Cuba 4500 Entre Deheza y  Arias,"Núñez, Capital Federal"
USD 350.000,,194 m² tot.,,2 baños,Paraguay  al 300,"Retiro, Capital Federal"
USD 192.000,$ 286.000 Expensas,77 m² tot.,3 amb.,1 baño,CORONEL DIAZ 1500,"Recoleta, Capital Federal"
USD 139.990,$ 224.664 Expensas,92 m² tot.,4 amb.,2 baños,Hipólito Yrigoyen al 3500,"Almagro, Capital Federal"
USD 165.000,$ 135.000 Expensas,66 m² tot.,2 amb.,1 baño,Campana 4100,"Villa Devoto, Capital Federal"
USD 430.000,$ 320.000 Expensas,82 m² tot.,2 amb.,1 baño,"Excelente 2 Ambientes en Venta Ubicado en Le Parc, Puerto Madero!","Puerto Madero, Capital Federal"
USD 105.000,$ 200.000 Expensas,38 m² tot.,1 amb.,1 baño,Monoambiente en  Venta en Nuñez - Calle Ramallo al 1700,"Núñez, Capital Federal"
USD 149.900,$ 248.000 Expensas,106 m² tot.,4 amb.,,Avellaneda 2380. Entre Fray Cayetano Rodriguez y Caracas,"Flores, Capital Federal"
USD 88.000,,37 m² tot.,1 amb.,1 baño,Pedro Lozano 3100,"Villa del Parque, Capital Federal"
USD 178.000,,98 m² tot.,4 amb.,1 baño,Thames 1100,"Palermo, Capital Federal"
USD 810.000,,450 m² tot.,,6 baños,Virrey Loreto  al 2800,"Colegiales, Capital Federal"
USD 247.000,$ 1 Expensas,111 m² tot.,4 amb.,2 baños,Aranguren al 2000,"Flores, Capital Federal"
USD 59.000,,25 m² tot.,1 amb.,1 baño,Av. Independencia 2602. Entre Saavedra y Alberti,"San Cristobal, Capital Federal"
USD 715.000,$ 800.000 Expensas,130 m² tot.,3 amb.,2 baños,Azucena Villaflor al 500,"Puerto Madero, Capital Federal"
USD 270.000,,135 m² tot.,1 amb.,,Av Cordoba al 600,"Retiro, Capital Federal"
USD 181.000,,112 m² tot.,3 amb.,2 baños,"Treinta y Tres Orientales 215 PB A, Entre Av. Belgrano y Quito","Almagro, Capital Federal"
USD 380.000,$ 1 Expensas,430 m² tot.,,4 baños,Somellera al 1500,"Parque Chacabuco, Capital Federal"
USD 199.000,$ 95.000 Expensas,160 m² tot.,6 amb.,1 baño,B. Mitre al 1600 Entre Rodriguez Peña y Montevideo,"San Nicolás, Capital Federal"
USD 165.000,$ 309.000 Expensas,54 m² tot.,1 amb.,1 baño,Paraguay 800,"Centro / Microcentro, Capital Federal"
USD 139.000,$ 220.000 Expensas,53 m² tot.,2 amb.,1 baño,Ciudad De La Paz 400,"Belgrano, Capital Federal"
USD 415.000,,10 m² tot.,,,Rivadavia al 4300,"Almagro, Capital Federal"
USD 279.900,,170 m² tot.,5 amb.,2 baños,Avenida Cabildo 3700,"Saavedra, Capital Federal"
USD 146.000,$ 35.000 Expensas,55 m² tot.,2 amb.,1 baño,Honduras y Avenida Raúl Scalabrini Ortiz,"Palermo Soho, Palermo"
USD 540.000,$ 900.000 Expensas,167 m² tot.,4 amb.,4 baños,Av Pueyrredon al 900,"Balvanera, Capital Federal"
USD 353.000,,98 m² tot.,4 amb.,2 baños,Yerbal  al 1500,"Caballito, Capital Federal"
USD 315.000,$ 1.309.290 Expensas,312 m² tot.,,3 baños,Tucuman  al 600,"Centro / Microcentro, Capital Federal"
USD 75.000,$ 99.000 Expensas,32 m² tot.,2 amb.,1 baño,Blanco Encalada 2300,"Belgrano, Capital Federal"
USD 690.000,,350 m² tot.,,3 baños,Larrea  al 700,"Balvanera, Capital Federal"
USD 98.000,$ 110.000 Expensas,41 m² tot.,2 amb.,1 baño,GUEMES 4100,"Palermo, Capital Federal"
USD 440.000,$ 763.000 Expensas,179 m² tot.,5 amb.,3 baños,Juncal al 2800,"Barrio Norte, Capital Federal"
USD 65.000,$ 150.000 Expensas,32 m² tot.,2 amb.,1 baño,Paysandu al 1800,"La Paternal, Capital Federal"
USD 90.000,$ 197.000 Expensas,40 m² tot.,2 amb.,1 baño,Virrey del Pino al 2500,"Belgrano R, Belgrano"
USD 800.000,,116 m² tot.,3 amb.,2 baños,Julieta Lanteri al 1700,"Puerto Madero, Capital Federal"
USD 88.000,,37 m² tot.,1 amb.,1 baño,Pedro Lozano 3100,"Villa del Parque, Capital Federal"
USD 178.000,,98 m² tot.,4 amb.,1 baño,Thames 1100,"Palermo, Capital Federal"
USD 810.000,,450 m² tot.,,6 baños,Virrey Loreto  al 2800,"Colegiales, Capital Federal"
USD 247.000,$ 1 Expensas,111 m² tot.,4 amb.,2 baños,Aranguren al 2000,"Flores, Capital Federal"
USD 59.000,,25 m² tot.,1 amb.,1 baño,Av. Independencia 2602. Entre Saavedra y Alberti,"San Cristobal, Capital Federal"
USD 715.000,$ 800.000 Expensas,130 m² tot.,3 amb.,2 baños,Azucena Villaflor al 500,"Puerto Madero, Capital Federal"
USD 270.000,,135 m² tot.,1 amb.,,Av Cordoba al 600,"Retiro, Capital Federal"
USD 181.000,,112 m² tot.,3 amb.,2 baños,"Treinta y Tres Orientales 215 PB A, Entre Av. Belgrano y Quito","Almagro, Capital Federal"
USD 380.000,$ 1 Expensas,430 m² tot.,,4 baños,Somellera al 1500,"Parque Chacabuco, Capital Federal"
USD 199.000,$ 95.000 Expensas,160 m² tot.,6 amb.,1 baño,B. Mitre al 1600 Entre Rodriguez Peña y Montevideo,"San Nicolás, Capital Federal"
USD 165.000,$ 309.000 Expensas,54 m² tot.,1 amb.,1 baño,Paraguay 800,"Centro / Microcentro, Capital Federal"
USD 139.000,$ 220.000 Expensas,53 m² tot.,2 amb.,1 baño,Ciudad De La Paz 400,"Belgrano, Capital Federal"
USD 415.000,,10 m² tot.,,,Rivadavia al 4300,"Almagro, Capital Federal"
USD 279.900,,170 m² tot.,5 amb.,2 baños,Avenida Cabildo 3700,"Saavedra, Capital Federal"
USD 146.000,$ 35.000 Expensas,55 m² tot.,2 amb.,1 baño,Honduras y Avenida Raúl Scalabrini Ortiz,"Palermo Soho, Palermo"
USD 540.000,$ 900.000 Expensas,167 m² tot.,4 amb.,4 baños,Av Pueyrredon al 900,"Balvanera, Capital Federal"
USD 353.000,,98 m² tot.,4 amb.,2 baños,Yerbal  al 1500,"Caballito, Capital Federal"
USD 315.000,$ 1.309.290 Expensas,312 m² tot.,,3 baños,Tucuman  al 600,"Centro / Microcentro, Capital Federal"
USD 75.000,$ 99.000 Expensas,32 m² tot.,2 amb.,1 baño,Blanco Encalada 2300,"Belgrano, Capital Federal"
USD 690.000,,350 m² tot.,,3 baños,Larrea  al 700,"Balvanera, Capital Federal"
USD 98.000,$ 110.000 Expensas,41 m² tot.,2 amb.,1 baño,GUEMES 4100,"Palermo, Capital Federal"
USD 440.000,$ 763.000 Expensas,179 m² tot.,5 amb.,3 baños,Juncal al 2800,"Barrio Norte, Capital Federal"
USD 65.000,$ 150.000 Expensas,32 m² tot.,2 amb.,1 baño,Paysandu al 1800,"La Paternal, Capital Federal"
USD 90.000,$ 197.000 Expensas,40 m² tot.,2 amb.,1 baño,Virrey del Pino al 2500,"Belgrano R, Belgrano"
USD 800.000,,116 m² tot.,3 amb.,2 baños,Julieta Lanteri al 1700,"Puerto Madero, Capital Federal"
USD 88.000,,37 m² tot.,1 amb.,1 baño,Pedro Lozano 3100,"Villa del Parque, Capital Federal"
USD 178.000,,98 m² tot.,4 amb.,1 baño,Thames 1100,"Palermo, Capital Federal"
USD 810.000,,450 m² tot.,,6 baños,Virrey Loreto  al 2800,"Colegiales, Capital Federal"
USD 247.000,$ 1 Expensas,111 m² tot.,4 amb.,2 baños,Aranguren al 2000,"Flores, Capital Federal"
USD 59.000,,25 m² tot.,1 amb.,1 baño,Av. Independencia 2602. Entre Saavedra y Alberti,"San Cristobal, Capital Federal"
USD 715.000,$ 800.000 Expensas,130 m² tot.,3 amb.,2 baños,Azucena Villaflor al 500,"Puerto Madero, Capital Federal"
USD 270.000,,135 m² tot.,1 amb.,,Av Cordoba al 600,"Retiro, Capital Federal"
USD 181.000,,112 m² tot.,3 amb.,2 baños,"Treinta y Tres Orientales 215 PB A, Entre Av. Belgrano y Quito","Almagro, Capital Federal"
USD 380.000,$ 1 Expensas,430 m² tot.,,4 baños,Somellera al 1500,"Parque Chacabuco, Capital Federal"
USD 199.000,$ 95.000 Expensas,160 m² tot.,6 amb.,1 baño,B. Mitre al 1600 Entre Rodriguez Peña y Montevideo,"San Nicolás, Capital Federal"
USD 165.000,$ 309.000 Expensas,54 m² tot.,1 amb.,1 baño,Paraguay 800,"Centro / Microcentro, Capital Federal"
USD 139.000,$ 220.000 Expensas,53 m² tot.,2 amb.,1 baño,Ciudad De La Paz 400,"Belgrano, Capital Federal"
USD 415.000,,10 m² tot.,,,Rivadavia al 4300,"Almagro, Capital Federal"
USD 279.900,,170 m² tot.,5 amb.,2 baños,Avenida Cabildo 3700,"Saavedra, Capital Federal"
USD 146.000,$ 35.000 Expensas,55 m² tot.,2 amb.,1 baño,Honduras y Avenida Raúl Scalabrini Ortiz,"Palermo Soho, Palermo"
USD 540.000,$ 900.000 Expensas,167 m² tot.,4 amb.,4 baños,Av Pueyrredon al 900,"Balvanera, Capital Federal"
USD 353.000,,98 m² tot.,4 amb.,2 baños,Yerbal  al 1500,"Caballito, Capital Federal"
USD 315.000,$ 1.309.290 Expensas,312 m² tot.,,3 baños,Tucuman  al 600,"Centro / Microcentro, Capital Federal"
USD 75.000,$ 99.000 Expensas,32 m² tot.,2 amb.,1 baño,Blanco Encalada 2300,"Belgrano, Capital Federal"
USD 690.000,,350 m² tot.,,3 baños,Larrea  al 700,"Balvanera, Capital Federal"
USD 98.000,$ 110.000 Expensas,41 m² tot.,2 amb.,1 baño,GUEMES 4100,"Palermo, Capital Federal"
USD 440.000,$ 763.000 Expensas,179 m² tot.,5 amb.,3 baños,Juncal al 2800,"Barrio Norte, Capital Federal"
USD 65.000,$ 150.000 Expensas,32 m² tot.,2 amb.,1 baño,Paysandu al 1800,"La Paternal, Capital Federal"
USD 90.000,$ 197.000 Expensas,40 m² tot.,2 amb.,1 baño,Virrey del Pino al 2500,"Belgrano R, Belgrano"
USD 800.000,,116 m² tot.,3 amb.,2 baños,Julieta Lanteri al 1700,"Puerto Madero, Capital Federal"
USD 88.000,,37 m² tot.,1 amb.,1 baño,Pedro Lozano 3100,"Villa del Parque, Capital Federal"
USD 178.000,,98 m² tot.,4 amb.,1 baño,Thames 1100,"Palermo, Capital Federal"
USD 810.000,,450 m² tot.,,6 baños,Virrey Loreto  al 2800,"Colegiales, Capital Federal"
USD 247.000,$ 1 Expensas,111 m² tot.,4 amb.,2 baños,Aranguren al 2000,"Flores, Capital Federal"
USD 59.000,,25 m² tot.,1 amb.,1 baño,Av. Independencia 2602. Entre Saavedra y Alberti,"San Cristobal, Capital Federal"
USD 715.000,$ 800.000 Expensas,130 m² tot.,3 amb.,2 baños,Azucena Villaflor al 500,"Puerto Madero, Capital Federal"
USD 270.000,,135 m² tot.,1 amb.,,Av Cordoba al 600,"Retiro, Capital Federal"
USD 181.000,,112 m² tot.,3 amb.,2 baños,"Treinta y Tres Orientales 215 PB A, Entre Av. Belgrano y Quito","Almagro, Capital Federal"
USD 380.000,$ 1 Expensas,430 m² tot.,,4 baños,Somellera al 1500,"Parque Chacabuco, Capital Federal"
USD 199.000,$ 95.000 Expensas,160 m² tot.,6 amb.,1 baño,B. Mitre al 1600 Entre Rodriguez Peña y Montevideo,"San Nicolás, Capital Federal"
USD 165.000,$ 309.000 Expensas,54 m² tot.,1 amb.,1 baño,Paraguay 800,"Centro / Microcentro, Capital Federal"
USD 139.000,$ 220.000 Expensas,53 m² tot.,2 amb.,1 baño,Ciudad De La Paz 400,"Belgrano, Capital Federal"
USD 415.000,,10 m² tot.,,,Rivadavia al 4300,"Almagro, Capital Federal"
USD 279.900,,170 m² tot.,5 amb.,2 baños,Avenida Cabildo 3700,"Saavedra, Capital Federal"
USD 146.000,$ 35.000 Expensas,55 m² tot.,2 amb.,1 baño,Honduras y Avenida Raúl Scalabrini Ortiz,"Palermo Soho, Palermo"
USD 540.000,$ 900.000 Expensas,167 m² tot.,4 amb.,4 baños,Av Pueyrredon al 900,"Balvanera, Capital Federal"
USD 353.000,,98 m² tot.,4 amb.,2 baños,Yerbal  al 1500,"Caballito, Capital Federal"
USD 315.000,$ 1.309.290 Expensas,312 m² tot.,,3 baños,Tucuman  al 600,"Centro / Microcentro, Capital Federal"
USD 75.000,$ 99.000 Expensas,32 m² tot.,2 amb.,1 baño,Blanco Encalada 2300,"Belgrano, Capital Federal"
USD 690.000,,350 m² tot.,,3 baños,Larrea  al 700,"Balvanera, Capital Federal"
USD 98.000,$ 110.000 Expensas,41 m² tot.,2 amb.,1 baño,GUEMES 4100,"Palermo, Capital Federal"
USD 440.000,$ 763.000 Expensas,179 m² tot.,5 amb.,3 baños,Juncal al 2800,"Barrio Norte, Capital Federal"
USD 65.000,$ 150.000 Expensas,32 m² tot.,2 amb.,1 baño,Paysandu al 1800,"La Paternal, Capital Federal"
USD 90.000,$ 197.000 Expensas,40 m² tot.,2 amb.,1 baño,Virrey del Pino al 2500,"Belgrano R, Belgrano"
USD 800.000,,116 m² tot.,3 amb.,2 baños,Julieta Lanteri al 1700,"Puerto Madero, Capital Federal"
USD 88.000,,37 m² tot.,1 amb.,1 baño,Pedro Lozano 3100,"Villa del Parque, Capital Federal"
USD 178.000,,98 m² tot.,4 amb.,1 baño,Thames 1100,"Palermo, Capital Federal"
USD 810.000,,450 m² tot.,,6 baños,Virrey Loreto  al 2800,"Colegiales, Capital Federal"
USD 247.000,$ 1 Expensas,111 m² tot.,4 amb.,2 baños,Aranguren al 2000,"Flores, Capital Federal"
USD 59.000,,25 m² tot.,1 amb.,1 baño,Av. Independencia 2602. Entre Saavedra y Alberti,"San Cristobal, Capital Federal"
USD 715.000,$ 800.000 Expensas,130 m² tot.,3 amb.,2 baños,Azucena Villaflor al 500,"Puerto Madero, Capital Federal"
USD 270.000,,135 m² tot.,1 amb.,,Av Cordoba al 600,"Retiro, Capital Federal"
USD 181.000,,112 m² tot.,3 amb.,2 baños,"Treinta y Tres Orientales 215 PB A, Entre Av. Belgrano y Quito","Almagro, Capital Federal"
USD 380.000,$ 1 Expensas,430 m² tot.,,4 baños,Somellera al 1500,"Parque Chacabuco, Capital Federal"
USD 199.000,$ 95.000 Expensas,160 m² tot.,6 amb.,1 baño,B. Mitre al 1600 Entre Rodriguez Peña y Montevideo,"San Nicolás, Capital Federal"
USD 165.000,$ 309.000 Expensas,54 m² tot.,1 amb.,1 baño,Paraguay 800,"Centro / Microcentro, Capital Federal"
USD 139.000,$ 220.000 Expensas,53 m² tot.,2 amb.,1 baño,Ciudad De La Paz 400,"Belgrano, Capital Federal"
USD 415.000,,10 m² tot.,,,Rivadavia al 4300,"Almagro, Capital Federal"
USD 279.900,,170 m² tot.,5 amb.,2 baños,Avenida Cabildo 3700,"Saavedra, Capital Federal"
USD 146.000,$ 35.000 Expensas,55 m² tot.,2 amb.,1 baño,Honduras y Avenida Raúl Scalabrini Ortiz,"Palermo Soho, Palermo"
USD 540.000,$ 900.000 Expensas,167 m² tot.,4 amb.,4 baños,Av Pueyrredon al 900,"Balvanera, Capital Federal"
USD 353.000,,98 m² tot.,4 amb.,2 baños,Yerbal  al 1500,"Caballito, Capital Federal"
USD 315.000,$ 1.309.290 Expensas,312 m² tot.,,3 baños,Tucuman  al 600,"Centro / Microcentro, Capital Federal"
USD 75.000,$ 99.000 Expensas,32 m² tot.,2 amb.,1 baño,Blanco Encalada 2300,"Belgrano, Capital Federal"
USD 690.000,,350 m² tot.,,3 baños,Larrea  al 700,"Balvanera, Capital Federal"
USD 98.000,$ 110.000 Expensas,41 m² tot.,2 amb.,1 baño,GUEMES 4100,"Palermo, Capital Federal"
USD 440.000,$ 763.000 Expensas,179 m² tot.,5 amb.,3 baños,Juncal al 2800,"Barrio Norte, Capital Federal"
USD 65.000,$ 150.000 Expensas,32 m² tot.,2 amb.,1 baño,Paysandu al 1800,"La Paternal, Capital Federal"
USD 90.000,$ 197.000 Expensas,40 m² tot.,2 amb.,1 baño,Virrey del Pino al 2500,"Belgrano R, Belgrano"
USD 800.000,,116 m² tot.,3 amb.,2 baños,Julieta Lanteri al 1700,"Puerto Madero, Capital Federal"
USD 88.000,,37 m² tot.,1 amb.,1 baño,Pedro Lozano 3100,"Villa del Parque, Capital Federal"
USD 178.000,,98 m² tot.,4 amb.,1 baño,Thames 1100,"Palermo, Capital Federal"
USD 810.000,,450 m² tot.,,6 baños,Virrey Loreto  al 2800,"Colegiales, Capital Federal"
USD 247.000,$ 1 Expensas,111 m² tot.,4 amb.,2 baños,Aranguren al 2000,"Flores, Capital Federal"
USD 59.000,,25 m² tot.,1 amb.,1 baño,Av. Independencia 2602. Entre Saavedra y Alberti,"San Cristobal, Capital Federal"
USD 715.000,$ 800.000 Expensas,130 m² tot.,3 amb.,2 baños,Azucena Villaflor al 500,"Puerto Madero, Capital Federal"
USD 270.000,,135 m² tot.,1 amb.,,Av Cordoba al 600,"Retiro, Capital Federal"
USD 181.000,,112 m² tot.,3 amb.,2 baños,"Treinta y Tres Orientales 215 PB A, Entre Av. Belgrano y Quito","Almagro, Capital Federal"
USD 380.000,$ 1 Expensas,430 m² tot.,,4 baños,Somellera al 1500,"Parque Chacabuco, Capital Federal"
USD 199.000,$ 95.000 Expensas,160 m² tot.,6 amb.,1 baño,B. Mitre al 1600 Entre Rodriguez Peña y Montevideo,"San Nicolás, Capital Federal"
USD 165.000,$ 309.000 Expensas,54 m² tot.,1 amb.,1 baño,Paraguay 800,"Centro / Microcentro, Capital Federal"
USD 139.000,$ 220.000 Expensas,53 m² tot.,2 amb.,1 baño,Ciudad De La Paz 400,"Belgrano, Capital Federal"
USD 415.000,,10 m² tot.,,,Rivadavia al 4300,"Almagro, Capital Federal"
USD 279.900,,170 m² tot.,5 amb.,2 baños,Avenida Cabildo 3700,"Saavedra, Capital Federal"
USD 146.000,$ 35.000 Expensas,55 m² tot.,2 amb.,1 baño,Honduras y Avenida Raúl Scalabrini Ortiz,"Palermo Soho, Palermo"
USD 540.000,$ 900.000 Expensas,167 m² tot.,4 amb.,4 baños,Av Pueyrredon al 900,"Balvanera, Capital Federal"
USD 353.000,,98 m² tot.,4 amb.,2 baños,Yerbal  al 1500,"Caballito, Capital Federal"
USD 315.000,$ 1.309.290 Expensas,312 m² tot.,,3 baños,Tucuman  al 600,"Centro / Microcentro, Capital Federal"
USD 75.000,$ 99.000 Expensas,32 m² tot.,2 amb.,1 baño,Blanco Encalada 2300,"Belgrano, Capital Federal"
USD 690.000,,350 m² tot.,,3 baños,Larrea  al 700,"Balvanera, Capital Federal"
USD 98.000,$ 110.000 Expensas,41 m² tot.,2 amb.,1 baño,GUEMES 4100,"Palermo, Capital Federal"
USD 440.000,$ 763.000 Expensas,179 m² tot.,5 amb.,3 baños,Juncal al 2800,"Barrio Norte, Capital Federal"
USD 65.000,$ 150.000 Expensas,32 m² tot.,2 amb.,1 baño,Paysandu al 1800,"La Paternal, Capital Federal"
USD 90.000,$ 197.000 Expensas,40 m² tot.,2 amb.,1 baño,Virrey del Pino al 2500,"Belgrano R, Belgrano"
USD 800.000,,116 m² tot.,3 amb.,2 baños,Julieta Lanteri al 1700,"Puerto Madero, Capital Federal"
USD 88.000,,37 m² tot.,1 amb.,1 baño,Pedro Lozano 3100,"Villa del Parque, Capital Federal"
USD 178.000,,98 m² tot.,4 amb.,1 baño,Thames 1100,"Palermo, Capital Federal"
USD 810.000,,450 m² tot.,,6 baños,Virrey Loreto  al 2800,"Colegiales, Capital Federal"
